objectid,quickref,name,short_name,street,street2,city,state,zip,county,country_code,country,mail_street,mail_street2,mail_city,mail_state,mail_zip,mail_country_code,mail_country,phone,webaddress,email,tax_id,parishueid,f2014_members_this_year,f2014_sunday_attendance,f2014_plate_and_pledge,f2015_members_this_year,f2015_sunday_attendance,f2015_plate_and_pledge,f2016_members_this_year,f2016_sunday_attendance,f2016_plate_and_pledge,f2017_members_this_year,f2017_sunday_attendance,f2017_plate_and_pledge,f2018_members_this_year,f2018_sunday_attendance,f2018_plate_and_pledge,f2019_members_this_year,f2019_sunday_attendance,f2019_plate_and_pledge,f2020_members_this_year,f2020_sunday_attendance,f2020_plate_and_pledge,f2021_members_this_year,f2021_sunday_attendance,f2021_plate_and_pledge,f2022_members_this_year,f2022_sunday_attendance,f2022_plate_and_pledge,f2023_members_this_year,f2023_sunday_attendance,f2023_plate_and_pledge,attendance_pctinc,member_pctinc,platepledge_pctinc,attendance_avg,member_avg,platepledge_avg,dio_reg
59,St Lukes Church (Simeon) (Charlottesville),St Lukes Church (Simeon),St Lukes,1333 Thomas Jefferson Pkwy,,Charlottesville,VA,22902-0694,Albemarle,US,UNITED STATES,PO Box 694,,Charlottesville,VA,22902-0694,US,UNITED STATES,434-970-5020,www.stlukessimeon.org,manyblessings55@gmail.com,54-1764123,8155-0832,90.000000000000000,50.000000000000000,85054.000000000000000,94.000000000000000,54.000000000000000,105439.000000000000000,95.000000000000000,53.000000000000000,81364.000000000000000,101.000000000000000,52.000000000000000,106463.000000000000000,101.000000000000000,46.000000000000000,93534.000000000000000,101.000000000000000,0.000000000000000,0.000000000000000,101.000000000000000,0.000000000000000,0.000000000000000,61.000000000000000,31.000000000000000,85823.000000000000000,66.000000000000000,29.000000000000000,87036.000000000000000,68.000000000000000,35.000000000000000,94390.000000000000000,-30.000000000000000,-24.444444440000002,10.976556069999999,43.750000000000000,87.799999999999997,92387.875000000000000,4
60,St Lukes Church (Remington),St Lukes Church,St Lukes,400 N Church St,,Remington,VA,22734-9708,Fauquier,US,UNITED STATES,PO Box 267,,Remington,VA,22734-0267,US,UNITED STATES,540-439-3733,home.comcast.net/~stlukesremington/,rector.stlukes@gmail.com,54-1039230,3793-1458,62.000000000000000,26.000000000000000,27983.000000000000000,50.000000000000000,26.000000000000000,34808.000000000000000,52.000000000000000,27.000000000000000,33316.000000000000000,48.000000000000000,23.000000000000000,43836.000000000000000,48.000000000000000,21.000000000000000,38485.000000000000000,48.000000000000000,0.000000000000000,0.000000000000000,48.000000000000000,0.000000000000000,0.000000000000000,48.000000000000000,0.000000000000000,24423.000000000000000,19.000000000000000,12.000000000000000,28334.000000000000000,19.000000000000000,0.000000000000000,0.000000000000000,-53.846153850000000,-69.354838709999996,1.254332990000000,22.500000000000000,44.200000000000003,33026.428571429998556,5
61,St Lukes Church (Alexandria),St Lukes Church,St Lukes,8009 Fort Hunt Rd,,Alexandria,VA,22308-1293,Fairfax,US,UNITED STATES,8009 Fort Hunt Rd,,Alexandria,VA,22308-1293,US,UNITED STATES,(703) 765-4342,www.saintlukeschurch.net,church@saintlukeschurch.net,54-0598802,1765-1597,451.000000000000000,186.000000000000000,434235.000000000000000,460.000000000000000,189.000000000000000,431453.000000000000000,393.000000000000000,190.000000000000000,446830.000000000000000,394.000000000000000,154.000000000000000,535204.000000000000000,376.000000000000000,155.000000000000000,448205.000000000000000,354.000000000000000,150.000000000000000,461644.000000000000000,336.000000000000000,149.000000000000000,430006.000000000000000,334.000000000000000,78.000000000000000,471349.000000000000000,331.000000000000000,137.000000000000000,515612.000000000000000,380.000000000000000,177.000000000000000,584235.000000000000000,-4.838709680000000,-15.742793789999999,34.543507550000001,156.500000000000000,380.899999999999977,475877.299999999988358,13
62,St Johns Episcopal Church (West Point),St Johns Episcopal Church,St Johns,916 Main St,,West Point,VA,23181,King William,US,UNITED STATES,PO Box 629,,West Point,VA,23181-0629,US,UNITED STATES,804-843-4594,www.stjohnswp.org,rector@stjohnswp.org,54-0645168,8507-6784,96.000000000000000,42.000000000000000,137497.000000000000000,99.000000000000000,42.000000000000000,152909.000000000000000,94.000000000000000,44.000000000000000,155874.000000000000000,94.000000000000000,36.000000000000000,155282.000000000000000,92.000000000000000,35.000000000000000,156445.000000000000000,95.000000000000000,39.000000000000000,155327.000000000000000,91.000000000000000,37.000000000000000,157798.000000000000000,117.000000000000000,28.000000000000000,146850.000000000000000,116.000000000000000,25.000000000000000,151615.000000000000000,121.000000000000000,28.000000000000000,161514.000000000000000,-33.333333330000002,26.041666669999998,17.467290199999997,35.600000000000001,101.500000000000000,153111.100000000005821,9
63,St Johns Episcopal Church (Tappahannock),St Johns Episcopal Church,St Johns,216 Duke St,,Tappahannock,VA,22560-0336,Essex,US,UNITED STATES,PO Box 336,,Tappahannock,VA,22560-0336,US,UNITED STATES,804-443-2130,www.stjohnstappahannock.org,stjohnstappahannock@gmail.com,54-1068162,3251-8086,274.000000000000000,76.000000000000000,128330.000000000000000,274.000000000000000,,,118.000000000000000,64.000000000000000,137650.000000000000000,116.000000000000000,61.000000000000000,128097.000000000000000,118.000000000000000,52.000000000000000,146105.000000000000000,115.000000000000000,50.000000000000000,129581.000000000000000,113.000000000000000,43.000000000000000,110821.000000000000000,65.000000000000000,23.000000000000000,113094.000000000000000,68.000000000000000,27.000000000000000,105697.000000000000000,80.000000000000000,30.000000000000000,81294.000000000000000,-60.526315789999998,-70.802919709999998,-36.652380579999999,47.333333330000002,134.099999999999994,120074.333333329996094,9
64,St Johns Episcopal Church (McLean),St Johns Episcopal Church,St Johns,6715 Georgetown Pike,,McLean,VA,22101-2243,Fairfax,US,UNITED STATES,PO Box 457,,McLean,VA,22101-0457,US,UNITED STATES,703-356-4902,stjohnsmclean.org/,churchmail@stjohnsmclean.org,237065819,1379-3237,1377.000000000000000,254.000000000000000,1238479.000000000000000,1411.000000000000000,256.000000000000000,1032644.000000000000000,1411.000000000000000,,,1411.000000000000000,,,1181.000000000000000,237.000000000000000,1147768.000000000000000,1201.000000000000000,225.000000000000000,1115982.000000000000000,1200.000000000000000,253.000000000000000,1079811.000000000000000,1200.000000000000000,0.000000000000000,0.000000000000000,911.000000000000000,130.000000000000000,993007.000000000000000,921.000000000000000,171.000000000000000,1320235.000000000000000,-32.677165350000003,-33.115468409999998,6.601323070000000,218.000000000000000,1222.400000000000091,1132560.857142859837040,10
65,St Johns Episcopal Church (Arlington),St Johns Episcopal Church,St Johns,415 S Lexington St,,Arlington,VA,22204-1226,Arlington,US,UNITED STATES,415 S Lexington St,,Arlington,VA,22204-1226,US,UNITED STATES,703-671-6834,stjohnsarlingtonva.org,rector@stjohnsarlingtonva.org,54-6026191,9238-3785,65.000000000000000,47.000000000000000,132469.000000000000000,63.000000000000000,44.000000000000000,125055.000000000000000,66.000000000000000,40.000000000000000,130406.000000000000000,66.000000000000000,,,55.000000000000000,38.000000000000000,128155.000000000000000,47.000000000000000,39.000000000000000,113234.000000000000000,42.000000000000000,33.000000000000000,107184.000000000000000,41.000000000000000,22.000000000000000,84373.000000000000000,35.000000000000000,21.000000000000000,99433.000000000000000,29.000000000000000,21.000000000000000,96947.000000000000000,-55.319148939999998,-55.384615380000000,-26.815330379999999,33.888888890000004,50.899999999999999,113028.444444439999643,2
66,St Johns Church (Warsaw),St Johns Church,St Johns,5987 Richmond Rd,,Warsaw,VA,22572,Richmond,US,UNITED STATES,PO Box 1093,,Warsaw,VA,22572-1093,US,UNITED STATES,804-333-4333,farnhamwithstjohns.org,parishchurchnews@gmail.com,54-604-5535,8072-4123,138.000000000000000,,,32.000000000000000,20.000000000000000,40882.000000000000000,35.000000000000000,19.000000000000000,105178.000000000000000,43.000000000000000,29.000000000000000,219653.260000000009313,41.000000000000000,38.000000000000000,49005.000000000000000,40.000000000000000,27.000000000000000,48818.000000000000000,40.000000000000000,25.000000000000000,41952.000000000000000,37.000000000000000,21.000000000000000,46321.000000000000000,35.000000000000000,26.000000000000000,38835.000000000000000,34.000000000000000,29.000000000000000,58818.000000000000000,45.000000000000000,-75.362318840000000,43.872608970000002,26.000000000000000,47.500000000000000,72162.473333329995512,12
67,St Johns Church (Richmond),St Johns Church,St Johns,2401 E Broad St,,Richmond,VA,23223-7128,Richmond City,US,UNITED STATES,2319 E Broad St,,Richmond,VA,23223-7126,US,UNITED STATES,804-649-7938,www.saintjohnsrichmond.org,pduffy@saintjohnsrichmond.org,54-0648256,1379-7451,239.000000000000000,82.000000000000000,224758.000000000000000,230.000000000000000,87.000000000000000,257274.000000000000000,246.000000000000000,83.000000000000000,252432.000000000000000,253.000000000000000,90.000000000000000,246179.000000000000000,271.000000000000000,93.000000000000000,247889.000000000000000,265.000000000000000,106.000000000000000,206096.000000000000000,267.000000000000000,109.000000000000000,226684.000000000000000,286.000000000000000,54.000000000000000,231663.000000000000000,293.000000000000000,72.000000000000000,245964.000000000000000,306.000000000000000,86.000000000000000,242623.000000000000000,4.878048780000000,28.033472800000002,7.948549110000000,86.200000000000003,265.600000000000023,238156.200000000011642,3
68,St Johns Church (King George),St Johns Church,St Johns,9413 Kings Hwy,,King George,VA,22485,King George,US,UNITED STATES,PO Box 134,,King George,VA,22485-0134,US,UNITED STATES,540-775-3635,www.hwbkgva.org,stjohnec@verizon.net,54-1095447,2816-1297,64.000000000000000,38.000000000000000,68741.000000000000000,63.000000000000000,33.000000000000000,68644.000000000000000,59.000000000000000,33.000000000000000,73013.000000000000000,55.000000000000000,31.000000000000000,94407.000000000000000,54.000000000000000,38.000000000000000,98234.000000000000000,50.000000000000000,37.000000000000000,69128.000000000000000,51.000000000000000,36.000000000000000,74804.000000000000000,48.000000000000000,18.000000000000000,62861.000000000000000,47.000000000000000,23.000000000000000,60217.000000000000000,42.000000000000000,24.000000000000000,72604.000000000000000,-36.842105260000004,-34.375000000000000,5.619644750000000,31.100000000000001,53.299999999999997,74265.300000000002910,6
69,St Johns Church (Columbia),St Johns Church,St Johns,43 Washington St,,Columbia,VA,23038,Fluvanna,US,UNITED STATES,PO Box 853,,Columbia,VA,23038-0853,US,UNITED STATES,,stjohnscolumbia.thediocese.net,stjohnsepiscopal@mail.com,35-2544036,6460-6023,28.000000000000000,21.000000000000000,29213.000000000000000,28.000000000000000,,28381.000000000000000,28.000000000000000,19.000000000000000,25017.000000000000000,28.000000000000000,22.000000000000000,33641.000000000000000,26.000000000000000,18.000000000000000,28865.000000000000000,25.000000000000000,16.000000000000000,33639.000000000000000,25.000000000000000,17.000000000000000,28310.000000000000000,24.000000000000000,14.000000000000000,25762.000000000000000,24.000000000000000,14.000000000000000,28924.000000000000000,22.000000000000000,18.000000000000000,25987.000000000000000,-14.285714290000000,-21.428571429999998,-11.043028789999999,17.666666669999998,25.800000000000001,28773.900000000001455,4
70,St Johns Church (Centreville),St Johns Church,St Johns,5649 Mount Gilead Rd,,Centreville,VA,20120-1906,Fairfax,US,UNITED STATES,5649 Mount Gilead Rd,,Centreville,VA,20120-1906,US,UNITED STATES,703-803-7500,www.stjohnscentreville.org,sjeccentreville@aol.com,54-1261162,9060-6237,138.000000000000000,48.000000000000000,378431.000000000000000,134.000000000000000,42.000000000000000,388938.000000000000000,119.000000000000000,42.000000000000000,358668.000000000000000,114.000000000000000,40.000000000000000,407175.000000000000000,113.000000000000000,41.000000000000000,414544.000000000000000,113.000000000000000,0.000000000000000,0.000000000000000,116.000000000000000,40.000000000000000,388911.000000000000000,115.000000000000000,26.000000000000000,277242.000000000000000,87.000000000000000,25.000000000000000,281540.000000000000000,84.000000000000000,36.000000000000000,262113.000000000000000,-25.000000000000000,-39.130434780000002,-30.736911090000000,37.777777780000001,113.299999999999997,350840.222222220036201,14
71,St John the Baptist Church (Charlottesville),St John the Baptist Church,St John,4708 Dick Woods Rd,,Charlottesville,VA,22903,Albemarle,US,UNITED STATES,PO Box 351,,Ivy,VA,22945-0351,US,UNITED STATES,434-295-0744,http://saintjohnthebaptistivy.org,saintjohnthebaptistivy@gmail.com,54-1256986,2801-4116,45.000000000000000,33.000000000000000,46377.000000000000000,45.000000000000000,31.000000000000000,57630.000000000000000,44.000000000000000,22.000000000000000,53017.000000000000000,42.000000000000000,23.000000000000000,35063.000000000000000,39.000000000000000,25.000000000000000,34791.000000000000000,36.000000000000000,22.000000000000000,26390.000000000000000,43.000000000000000,18.000000000000000,23647.000000000000000,43.000000000000000,15.000000000000000,27087.000000000000000,45.000000000000000,14.000000000000000,45116.000000000000000,44.000000000000000,18.000000000000000,34703.000000000000000,-45.454545450000005,-2.222222220000000,-25.171960240000001,22.100000000000001,42.600000000000001,38382.099999999998545,4
72,St Jamess Church (Richmond),St Jamess Church,St Jamess,1205 W Franklin St,,Richmond,VA,23220,Richmond City,US,UNITED STATES,1205 W Franklin St,,Richmond,VA,23220,US,UNITED STATES,804-355-1779,www.doers.org,alisk@doers.org,54-0515726,6422-8216,2953.000000000000000,571.000000000000000,2103596.000000000000000,2992.000000000000000,555.000000000000000,2127871.000000000000000,3046.000000000000000,497.000000000000000,2195795.000000000000000,2894.000000000000000,478.000000000000000,2289638.000000000000000,2915.000000000000000,455.000000000000000,2363386.000000000000000,2932.000000000000000,433.000000000000000,2405716.000000000000000,2930.000000000000000,470.000000000000000,2428931.000000000000000,2895.000000000000000,191.000000000000000,1944857.000000000000000,2890.000000000000000,244.000000000000000,1828644.000000000000000,2888.000000000000000,295.000000000000000,2143773.000000000000000,-48.336252189999996,-2.201151370000000,1.909919970000000,418.899999999999977,2933.500000000000000,2183220.700000000186265,3
73,St James Church (Warrenton),St James Church,St James,73 Culpeper St,,Warrenton,VA,20186-3321,Fauquier,US,UNITED STATES,73 Culpeper St,,Warrenton,VA,20186-3321,US,UNITED STATES,540-347-4342,saintjameswarrenton.org,admin@saintjameswarrenton.org,54-0515751,5693-4375,658.000000000000000,225.000000000000000,552521.000000000000000,685.000000000000000,223.000000000000000,604279.000000000000000,726.000000000000000,234.000000000000000,606036.000000000000000,752.000000000000000,222.000000000000000,614232.000000000000000,749.000000000000000,204.000000000000000,638616.000000000000000,646.000000000000000,192.000000000000000,585119.000000000000000,644.000000000000000,193.000000000000000,590415.000000000000000,655.000000000000000,88.000000000000000,537527.000000000000000,608.000000000000000,114.000000000000000,601784.000000000000000,628.000000000000000,169.000000000000000,623154.000000000000000,-24.888888890000000,-4.559270520000000,12.783767489999999,186.400000000000006,675.100000000000023,595368.300000000046566,5
74,St James Church (Montross),St James Church,St James,15870 Kings Hwy,,Montross,VA,22520,Westmoreland,US,UNITED STATES,PO Box 177,,Montross,VA,22520-0177,US,UNITED STATES,804-493-8285,www.stjamesmontross.com,stjamesmontross@verizon.net,54-1029628,6647-3638,122.000000000000000,32.000000000000000,58597.000000000000000,116.000000000000000,27.000000000000000,50894.000000000000000,111.000000000000000,28.000000000000000,64044.000000000000000,108.000000000000000,27.000000000000000,60742.000000000000000,106.000000000000000,26.000000000000000,58596.000000000000000,104.000000000000000,23.000000000000000,48556.000000000000000,103.000000000000000,27.000000000000000,36954.000000000000000,102.000000000000000,21.000000000000000,51892.000000000000000,102.000000000000000,17.000000000000000,45130.000000000000000,100.000000000000000,25.000000000000000,55882.000000000000000,-21.875000000000000,-18.032786889999997,-4.633343000000000,25.300000000000001,107.400000000000006,53128.699999999997090,12
75,St James Church (Louisa),St James Church,St James,102 Ellisville Dr,,Louisa,VA,23093,Louisa,US,UNITED STATES,PO Box 1216,,Louisa,VA,23093-1216,US,UNITED STATES,540-967-1665,www.stjameslouisa.org,stjameslouisa@outlook.com,54-1085850,1020-8643,193.000000000000000,82.000000000000000,148982.000000000000000,172.000000000000000,88.000000000000000,156389.000000000000000,177.000000000000000,87.000000000000000,176356.000000000000000,185.000000000000000,83.000000000000000,188685.000000000000000,191.000000000000000,82.000000000000000,185723.000000000000000,169.000000000000000,78.000000000000000,190888.000000000000000,154.000000000000000,76.000000000000000,167791.000000000000000,164.000000000000000,63.000000000000000,162337.000000000000000,155.000000000000000,90.000000000000000,170625.000000000000000,162.000000000000000,67.000000000000000,182510.000000000000000,-18.292682930000002,-16.062176170000001,22.504732120000000,79.599999999999994,172.199999999999989,173028.600000000005821,4
76,St James Church (Leesburg),St James Church,St James,14 Cornwall St NW,,Leesburg,VA,20176-2801,Loudoun,US,UNITED STATES,14 Cornwall St NW,,Leesburg,VA,20176-2801,US,UNITED STATES,703-777-1124,www.stjamesleesburg.org,info@stjamesleesburg.org,54-0913910,7971-8441,1203.000000000000000,417.000000000000000,1035775.000000000000000,1096.000000000000000,347.000000000000000,980840.000000000000000,1135.000000000000000,348.000000000000000,895090.000000000000000,1160.000000000000000,298.000000000000000,829185.000000000000000,1203.000000000000000,262.000000000000000,788195.000000000000000,729.000000000000000,249.000000000000000,774449.000000000000000,731.000000000000000,272.000000000000000,684575.000000000000000,715.000000000000000,110.000000000000000,686055.000000000000000,748.000000000000000,147.000000000000000,771284.000000000000000,795.000000000000000,209.000000000000000,867630.000000000000000,-49.880095920000002,-33.915211970000001,-16.233738020000001,265.899999999999977,951.500000000000000,831307.800000000046566,8
77,St James Church (Alexandria),St James Church,St James,5614 Old Mill Rd,,Alexandria,VA,22309-3332,Fairfax,US,UNITED STATES,5614 Old Mill Rd,,Alexandria,VA,22309-3332,US,UNITED STATES,703-780-3081,www.stjamesmv.org,office@stjamesmv.org,54-0698450,2236-0630,106.000000000000000,71.000000000000000,218061.000000000000000,106.000000000000000,70.000000000000000,224907.000000000000000,112.000000000000000,58.000000000000000,227356.000000000000000,107.000000000000000,60.000000000000000,197123.000000000000000,113.000000000000000,55.000000000000000,209501.000000000000000,112.000000000000000,55.000000000000000,222568.000000000000000,105.000000000000000,60.000000000000000,202311.000000000000000,106.000000000000000,30.000000000000000,222451.000000000000000,94.000000000000000,36.000000000000000,234511.000000000000000,99.000000000000000,35.000000000000000,191752.000000000000000,-50.704225350000002,-6.603773579999999,-12.064972650000000,53.000000000000000,106.000000000000000,215054.100000000005821,13
78,St Georges Church (Stanley),St Georges Church,St Georges,3380 Pine Grove Rd,,Stanley,VA,22851-5411,Page,US,UNITED STATES,3380 Pine Grove Rd,,Stanley,VA,22851-5411,US,UNITED STATES,,,coloneldillard@gmail.com,311792326,3095-8524,38.000000000000000,18.000000000000000,6382.000000000000000,16.000000000000000,16.000000000000000,6084.000000000000000,15.000000000000000,15.000000000000000,7680.000000000000000,15.000000000000000,16.000000000000000,5187.000000000000000,14.000000000000000,12.000000000000000,9676.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,8.000000000000000,8.000000000000000,1665.000000000000000,7.000000000000000,7.000000000000000,1460.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,-61.111111110000003,-81.578947370000009,-77.123158879999991,13.142857139999998,14.800000000000001,5447.714285710000695,7
79,St Georges Church (Fredericksburg),St Georges Church,St Georges,905 Princess Anne St,,Fredericksburg,VA,22401-5821,Fredericksburg City,US,UNITED STATES,905 Princess Anne St,,Fredericksburg,VA,22401-5821,US,UNITED STATES,540-373-4133,www.stgeorgesepiscopal.net,office@stgeorgesepiscopal.net,54-0700466,8062-0271,1216.000000000000000,347.000000000000000,832187.000000000000000,1238.000000000000000,383.000000000000000,868426.000000000000000,1297.000000000000000,400.000000000000000,976679.000000000000000,1369.000000000000000,425.000000000000000,1062676.000000000000000,753.000000000000000,394.000000000000000,1066161.000000000000000,776.000000000000000,366.000000000000000,1070453.000000000000000,817.000000000000000,398.000000000000000,1044352.000000000000000,853.000000000000000,167.000000000000000,1158912.000000000000000,869.000000000000000,219.000000000000000,1137983.000000000000000,882.000000000000000,241.000000000000000,1128211.000000000000000,-30.547550430000001,-27.467105259999997,35.571812590000000,334.000000000000000,1007.000000000000000,1034604.000000000000000,6
80,St Georges Church (Arlington),St Georges Church,St Georges,915 N Oakland St,,Arlington,VA,22203-1916,Arlington,US,UNITED STATES,915 N Oakland St,,Arlington,VA,22203-1916,US,UNITED STATES,703-525-8286,www.saintgeorgeschurch.org,info@saintgeorgeschurch.org,54-0630773,2097-7351,491.000000000000000,173.000000000000000,592539.000000000000000,496.000000000000000,171.000000000000000,610776.000000000000000,508.000000000000000,155.000000000000000,593455.000000000000000,516.000000000000000,169.000000000000000,641115.000000000000000,532.000000000000000,193.000000000000000,729351.000000000000000,555.000000000000000,191.000000000000000,748662.000000000000000,556.000000000000000,206.000000000000000,729240.000000000000000,581.000000000000000,111.000000000000000,756444.000000000000000,588.000000000000000,151.000000000000000,804261.000000000000000,605.000000000000000,182.000000000000000,901608.000000000000000,5.202312140000000,23.217922609999999,52.160110979999999,170.199999999999989,542.799999999999955,710745.099999999976717,2
81,St Gabriels Episcopal Church (Leesburg),St Gabriels Episcopal Church,St Gabriels,14 Cornwall Street NW,,Leesburg,VA,20176-2801,Loudoun,US,UNITED STATES,14 Cornwall St NW,,Leesburg,VA,20176-2801,US,UNITED STATES,703-779-3616,www.saintgabriels.net,info@saintgabriels.net,01-0685943,5579-6395,112.000000000000000,55.000000000000000,98058.000000000000000,117.000000000000000,59.000000000000000,89775.000000000000000,117.000000000000000,,,135.000000000000000,98.000000000000000,124614.000000000000000,142.000000000000000,94.000000000000000,118067.000000000000000,170.000000000000000,105.000000000000000,123599.000000000000000,171.000000000000000,108.000000000000000,130002.000000000000000,186.000000000000000,81.000000000000000,132650.000000000000000,227.000000000000000,82.000000000000000,119243.000000000000000,238.000000000000000,94.000000000000000,142388.000000000000000,70.909090910000003,112.500000000000000,45.207938160000005,86.222222220000006,161.500000000000000,119821.777777780007455,8
82,St Francis Korean Church (McLean),St Francis Korean Church,St Francis Korean,1830 Kirby Rd,,McLean,VA,22101-5399,Fairfax,US,UNITED STATES,1830 Kirby Rd,,McLean,VA,22101-5399,US,UNITED STATES,240-281-2366,,revyoungchoi@gmail.com,,9664-5080,30.000000000000000,,,30.000000000000000,,,30.000000000000000,,,30.000000000000000,,,30.000000000000000,20.000000000000000,22250.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,30.000000000000000,22250.000000000000000,10
83,St Francis Episcopal Church (Manakin Sabot),St Francis Episcopal Church,St Francis,1484 Hockett Rd,,Manakin Sabot,VA,23103-2228,Goochland,US,UNITED STATES,PO Box 303,,Manakin Sabot,VA,23103-0303,US,UNITED STATES,804-784-6116,www.stfrancisva.org,office@stfrancisva.org,30-0232423,4094-4076,45.000000000000000,27.000000000000000,38960.000000000000000,42.000000000000000,29.000000000000000,38567.000000000000000,45.000000000000000,42.000000000000000,42348.000000000000000,45.000000000000000,28.000000000000000,58107.000000000000000,47.000000000000000,28.000000000000000,47243.000000000000000,53.000000000000000,30.000000000000000,61929.000000000000000,53.000000000000000,30.000000000000000,54114.000000000000000,38.000000000000000,27.000000000000000,57833.000000000000000,29.000000000000000,21.000000000000000,46623.000000000000000,23.000000000000000,20.000000000000000,42024.000000000000000,-25.925925929999998,-48.888888890000004,7.864476390000000,28.199999999999999,42.000000000000000,48774.800000000002910,15
84,St Francis Church (Great Falls),St Francis Church,St Francis,9220 Georgetown Pike,,Great Falls,VA,22066-2726,Fairfax,US,UNITED STATES,9220 Georgetown Pike,,Great Falls,VA,22066-2726,US,UNITED STATES,703-759-2082,www.stfrancisgreatfalls.org,admin@stfrancisgreatfalls.org,54-1003892,3429-0205,623.000000000000000,150.000000000000000,522600.000000000000000,639.000000000000000,170.000000000000000,560896.000000000000000,639.000000000000000,,590901.000000000000000,325.000000000000000,146.000000000000000,628917.000000000000000,268.000000000000000,128.000000000000000,599568.000000000000000,297.000000000000000,124.000000000000000,674534.000000000000000,299.000000000000000,128.000000000000000,628494.000000000000000,305.000000000000000,104.000000000000000,637060.000000000000000,305.000000000000000,0.000000000000000,645890.000000000000000,234.000000000000000,97.000000000000000,604967.000000000000000,-35.333333330000002,-62.439807379999998,15.761002679999999,130.875000000000000,393.399999999999977,609382.699999999953434,10
85,St Dunstans Church (McLean),St Dunstans Church,St Dunstans,1830 Kirby Rd,,McLean,VA,22101-5399,Fairfax,US,UNITED STATES,1830 Kirby Rd,,McLean,VA,22101-5399,US,UNITED STATES,703-356-7533,www.stdunstans.net/,rector@stdunstans.net,54-0662874,4942-6281,659.000000000000000,,,659.000000000000000,,,659.000000000000000,,349454.000000000000000,659.000000000000000,,,400.000000000000000,110.000000000000000,324382.000000000000000,400.000000000000000,0.000000000000000,0.000000000000000,402.000000000000000,90.000000000000000,325566.000000000000000,397.000000000000000,55.000000000000000,406820.000000000000000,300.000000000000000,58.000000000000000,348376.000000000000000,300.000000000000000,53.000000000000000,373249.000000000000000,-51.818181820000000,-54.476479509999997,6.809193770000000,73.200000000000003,483.500000000000000,354641.166666670003906,10
86,St Davids Church (Aylett),St Davids Church,St Davids,11291 W River Rd,,Aylett,VA,23009,King William,US,UNITED STATES,PO Box 125,,Aylett,VA,23009-0125,US,UNITED STATES,804-690-4673,www.stdavidsaylett.church,3bagnalls@gmail.com,54-1398635,6639-9460,48.000000000000000,31.000000000000000,39897.000000000000000,47.000000000000000,23.000000000000000,33062.000000000000000,47.000000000000000,,,47.000000000000000,,,47.000000000000000,16.000000000000000,16272.000000000000000,51.000000000000000,19.000000000000000,20137.000000000000000,51.000000000000000,18.000000000000000,14295.000000000000000,51.000000000000000,11.000000000000000,16176.000000000000000,50.000000000000000,11.000000000000000,14870.000000000000000,50.000000000000000,11.000000000000000,19409.000000000000000,-64.516129029999988,4.166666670000000,-51.352232000000001,17.500000000000000,48.899999999999999,21764.750000000000000,9
87,St Davids Church (Ashburn),St Davids Church,St Davids,43600 Russell Branch Pkwy,,Ashburn,VA,20147-2903,Loudoun,US,UNITED STATES,43600 Russell Branch Pkwy,,Ashburn,VA,20147-2903,US,UNITED STATES,703-729-0570,www.sdlife.org,office@sdlife.org,54-1531688,3592-1733,771.000000000000000,349.000000000000000,723695.000000000000000,826.000000000000000,292.000000000000000,823581.000000000000000,530.000000000000000,297.000000000000000,832688.000000000000000,453.000000000000000,296.000000000000000,848057.000000000000000,461.000000000000000,302.000000000000000,885411.000000000000000,487.000000000000000,288.000000000000000,902217.000000000000000,498.000000000000000,298.000000000000000,876101.000000000000000,481.000000000000000,79.000000000000000,778731.000000000000000,461.000000000000000,113.000000000000000,692924.000000000000000,354.000000000000000,115.000000000000000,601756.000000000000000,-67.048710599999993,-54.085603110000001,-16.849501520000000,242.900000000000006,532.200000000000045,796516.099999999976717,8
88,St Christophers Church (Springfield),St Christophers Church,St Christophers,6320 Hanover Ave,,Springfield,VA,22150-4099,Fairfax,US,UNITED STATES,6320 Hanover Ave,,Springfield,VA,22150-4099,US,UNITED STATES,703-451-1088,www.saintchristophers.net,rector@saintchristophers.net,54-6024726-1,7771-4913,566.000000000000000,142.000000000000000,394004.000000000000000,568.000000000000000,142.000000000000000,391202.000000000000000,572.000000000000000,144.000000000000000,392665.000000000000000,576.000000000000000,145.000000000000000,396603.000000000000000,569.000000000000000,132.000000000000000,394437.000000000000000,563.000000000000000,105.000000000000000,389817.000000000000000,564.000000000000000,91.000000000000000,307758.000000000000000,566.000000000000000,65.000000000000000,331601.000000000000000,571.000000000000000,59.000000000000000,311719.000000000000000,562.000000000000000,76.000000000000000,337017.000000000000000,-46.478873239999999,-0.706713780000000,-14.463558750000001,110.099999999999994,567.700000000000045,364682.299999999988358,14
